Spheres,Resolution,Time
1,135x135,0.004661
1,135x135,0.004397
1,135x135,0.004435
1,135x135,0.004469
1,135x135,0.004391
1,135x135,0.004468
1,135x135,0.004528
1,135x135,0.004485
1,135x135,0.004399
1,135x135,0.004404
1,135x135,0.004623
1,135x135,0.004896
1,135x135,0.004587
1,135x135,0.004594
1,135x135,0.004592
1,135x135,0.004617
1,135x135,0.004361
1,135x135,0.004490
1,135x135,0.004365
1,135x135,0.004509
1,135x135,0.004530
1,135x135,0.004344
1,135x135,0.004500
1,135x135,0.004449
1,135x135,0.004529
1,135x135,0.004506
1,135x135,0.004440
1,135x135,0.004521
1,135x135,0.004455
1,135x135,0.004397
1,135x135,0.004365
1,135x135,0.004469
1,135x135,0.004428
1,135x135,0.004454
1,135x135,0.004338
1,135x135,0.004562
1,135x135,0.004355
1,135x135,0.004561
1,135x135,0.004536
1,135x135,0.004534
1,135x135,0.004467
1,135x135,0.004562
1,135x135,0.004501
1,135x135,0.004428
1,135x135,0.004517
1,135x135,0.004624
1,135x135,0.004625
1,135x135,0.004874
1,135x135,0.004502
1,135x135,0.004400
