Spheres,Resolution,Time
1,217x217,0.011483
1,217x217,0.011613
1,217x217,0.013372
1,217x217,0.011409
1,217x217,0.011806
1,217x217,0.012240
1,217x217,0.011371
1,217x217,0.011353
1,217x217,0.012002
1,217x217,0.011438
1,217x217,0.011531
1,217x217,0.011392
1,217x217,0.011688
1,217x217,0.011383
1,217x217,0.011499
1,217x217,0.011346
1,217x217,0.011359
1,217x217,0.011547
1,217x217,0.011571
1,217x217,0.011621
1,217x217,0.011657
1,217x217,0.012250
1,217x217,0.011505
1,217x217,0.011435
1,217x217,0.011384
1,217x217,0.011604
1,217x217,0.011763
1,217x217,0.011341
1,217x217,0.011386
1,217x217,0.011366
1,217x217,0.011489
1,217x217,0.011642
1,217x217,0.011374
1,217x217,0.011376
1,217x217,0.011714
1,217x217,0.011494
1,217x217,0.011471
1,217x217,0.011471
1,217x217,0.011395
1,217x217,0.011740
1,217x217,0.011534
1,217x217,0.011538
1,217x217,0.011614
1,217x217,0.011806
1,217x217,0.011543
1,217x217,0.011350
1,217x217,0.011392
1,217x217,0.011373
1,217x217,0.011880
1,217x217,0.012215
