Spheres,Resolution,Time
1,285x285,0.019906
1,285x285,0.020307
1,285x285,0.019835
1,285x285,0.028440
1,285x285,0.040390
1,285x285,0.025239
1,285x285,0.021078
1,285x285,0.019984
1,285x285,0.019834
1,285x285,0.019691
1,285x285,0.019787
1,285x285,0.019701
1,285x285,0.019624
1,285x285,0.020726
1,285x285,0.020870
1,285x285,0.036093
1,285x285,0.026497
1,285x285,0.040765
1,285x285,0.042319
1,285x285,0.043308
1,285x285,0.019905
1,285x285,0.019694
1,285x285,0.020386
1,285x285,0.020156
1,285x285,0.020455
1,285x285,0.019787
1,285x285,0.020375
1,285x285,0.019886
1,285x285,0.019903
1,285x285,0.020001
1,285x285,0.020143
1,285x285,0.019567
1,285x285,0.019951
1,285x285,0.019744
1,285x285,0.022110
1,285x285,0.035504
1,285x285,0.024241
1,285x285,0.019973
1,285x285,0.024646
1,285x285,0.034271
1,285x285,0.038773
1,285x285,0.019543
1,285x285,0.019818
1,285x285,0.019718
1,285x285,0.019754
1,285x285,0.020688
1,285x285,0.020210
1,285x285,0.019847
1,285x285,0.020189
1,285x285,0.019756
