Spheres,Resolution,Time
1,249x249,0.015028
1,249x249,0.015165
1,249x249,0.015097
1,249x249,0.015537
1,249x249,0.015140
1,249x249,0.015070
1,249x249,0.015567
1,249x249,0.014888
1,249x249,0.015064
1,249x249,0.015050
1,249x249,0.015109
1,249x249,0.015201
1,249x249,0.014913
1,249x249,0.015524
1,249x249,0.015172
1,249x249,0.015060
1,249x249,0.015414
1,249x249,0.015676
1,249x249,0.015014
1,249x249,0.015178
1,249x249,0.025138
1,249x249,0.037591
1,249x249,0.020542
1,249x249,0.017897
1,249x249,0.015285
1,249x249,0.015225
1,249x249,0.015873
1,249x249,0.015742
1,249x249,0.015582
1,249x249,0.015426
1,249x249,0.017064
1,249x249,0.016071
1,249x249,0.014872
1,249x249,0.015181
1,249x249,0.015367
1,249x249,0.015546
1,249x249,0.015771
1,249x249,0.015342
1,249x249,0.016292
1,249x249,0.015492
1,249x249,0.015143
1,249x249,0.015492
1,249x249,0.016548
1,249x249,0.015135
1,249x249,0.015284
1,249x249,0.015239
1,249x249,0.014910
1,249x249,0.015181
1,249x249,0.015226
1,249x249,0.016640
