Spheres,Resolution,Time
1,469x469,0.054134
1,469x469,0.055348
1,469x469,0.054393
1,469x469,0.053761
1,469x469,0.054005
1,469x469,0.053845
1,469x469,0.072786
1,469x469,0.070353
1,469x469,0.064065
1,469x469,0.057701
1,469x469,0.065623
1,469x469,0.058607
1,469x469,0.056686
1,469x469,0.054798
1,469x469,0.054121
1,469x469,0.054330
1,469x469,0.084967
1,469x469,0.061157
1,469x469,0.054399
1,469x469,0.054583
1,469x469,0.053636
1,469x469,0.053737
1,469x469,0.055837
1,469x469,0.054719
1,469x469,0.054244
1,469x469,0.054731
1,469x469,0.054726
1,469x469,0.055060
1,469x469,0.054821
1,469x469,0.053451
1,469x469,0.055064
1,469x469,0.053663
1,469x469,0.060635
1,469x469,0.055783
1,469x469,0.053541
1,469x469,0.054522
1,469x469,0.054289
1,469x469,0.054841
1,469x469,0.054687
1,469x469,0.054187
1,469x469,0.054127
1,469x469,0.053386
1,469x469,0.054791
1,469x469,0.053465
1,469x469,0.054139
1,469x469,0.053838
1,469x469,0.054575
1,469x469,0.054128
1,469x469,0.053040
1,469x469,0.054198
