Spheres,Resolution,Time
9,268x268,0.273777
9,268x268,0.305663
9,268x268,0.290092
9,268x268,0.285504
9,268x268,0.332618
9,268x268,0.273619
9,268x268,0.275629
9,268x268,0.276313
9,268x268,0.274931
9,268x268,0.276030
9,268x268,0.310635
9,268x268,0.276427
9,268x268,0.285825
9,268x268,0.278002
9,268x268,0.276546
9,268x268,0.274776
9,268x268,0.292637
9,268x268,0.294076
9,268x268,0.279155
9,268x268,0.274437
9,268x268,0.306430
9,268x268,0.326315
9,268x268,0.274509
9,268x268,0.274758
9,268x268,0.276031
9,268x268,0.305506
9,268x268,0.280124
9,268x268,0.291647
9,268x268,0.304800
9,268x268,0.274025
9,268x268,0.295886
9,268x268,0.277693
9,268x268,0.280596
9,268x268,0.316502
9,268x268,0.292219
9,268x268,0.275000
9,268x268,0.305292
9,268x268,0.292435
9,268x268,0.281063
9,268x268,0.274267
9,268x268,0.343778
9,268x268,0.275860
9,268x268,0.317353
9,268x268,0.276238
9,268x268,0.274947
9,268x268,0.313893
9,268x268,0.337592
9,268x268,0.283525
9,268x268,0.274846
9,268x268,0.289206
