Spheres,Resolution,Time
8,400x400,0.573023
8,400x400,0.533238
8,400x400,0.537696
8,400x400,0.537479
8,400x400,0.539827
8,400x400,0.562937
8,400x400,0.530622
8,400x400,0.533630
8,400x400,0.536587
8,400x400,0.534785
8,400x400,0.533945
8,400x400,0.535359
8,400x400,0.537568
8,400x400,0.585434
8,400x400,0.564961
8,400x400,0.596514
8,400x400,0.614569
8,400x400,0.679726
8,400x400,0.537722
8,400x400,0.513228
8,400x400,0.538219
8,400x400,0.523871
8,400x400,0.600341
8,400x400,0.565691
8,400x400,0.657138
8,400x400,0.703426
8,400x400,0.595869
8,400x400,0.559443
8,400x400,0.555441
8,400x400,0.591293
8,400x400,0.728030
8,400x400,0.580861
8,400x400,0.540894
8,400x400,0.675087
8,400x400,0.729117
8,400x400,0.519289
8,400x400,0.529689
8,400x400,0.576026
8,400x400,0.548091
8,400x400,0.693185
8,400x400,0.651469
8,400x400,0.745929
8,400x400,0.569716
8,400x400,0.536284
8,400x400,0.651888
8,400x400,0.536574
8,400x400,0.607351
8,400x400,0.725749
8,400x400,0.556936
8,400x400,0.599814
