Spheres,Resolution,Time
4,400x400,0.171225
4,400x400,0.209988
4,400x400,0.171483
4,400x400,0.183835
4,400x400,0.190620
4,400x400,0.169321
4,400x400,0.168629
4,400x400,0.173839
4,400x400,0.268132
4,400x400,0.169069
4,400x400,0.171872
4,400x400,0.189342
4,400x400,0.186595
4,400x400,0.174693
4,400x400,0.170307
4,400x400,0.194924
4,400x400,0.169887
4,400x400,0.264071
4,400x400,0.169822
4,400x400,0.169367
4,400x400,0.203241
4,400x400,0.222215
4,400x400,0.204385
4,400x400,0.189802
4,400x400,0.205368
4,400x400,0.246498
4,400x400,0.228312
4,400x400,0.176473
4,400x400,0.178418
4,400x400,0.170176
4,400x400,0.204065
4,400x400,0.215109
4,400x400,0.210402
4,400x400,0.170893
4,400x400,0.210695
4,400x400,0.203161
4,400x400,0.169050
4,400x400,0.168828
4,400x400,0.187205
4,400x400,0.171484
4,400x400,0.169941
4,400x400,0.169856
4,400x400,0.170388
4,400x400,0.226368
4,400x400,0.187933
4,400x400,0.234027
4,400x400,0.171540
4,400x400,0.184876
4,400x400,0.232066
4,400x400,0.171249
