Spheres,Resolution,Time
6,400x400,0.353938
6,400x400,0.365305
6,400x400,0.390061
6,400x400,0.344205
6,400x400,0.332656
6,400x400,0.333940
6,400x400,0.330988
6,400x400,0.355321
6,400x400,0.333670
6,400x400,0.333467
6,400x400,0.332709
6,400x400,0.335499
6,400x400,0.334531
6,400x400,0.332701
6,400x400,0.331496
6,400x400,0.335545
6,400x400,0.331103
6,400x400,0.330008
6,400x400,0.361108
6,400x400,0.354596
6,400x400,0.326855
6,400x400,0.339988
6,400x400,0.427374
6,400x400,0.325006
6,400x400,0.385916
6,400x400,0.433898
6,400x400,0.386087
6,400x400,0.338888
6,400x400,0.381502
6,400x400,0.345790
6,400x400,0.322362
6,400x400,0.349028
6,400x400,0.357179
6,400x400,0.379709
6,400x400,0.324523
6,400x400,0.454817
6,400x400,0.332545
6,400x400,0.334155
6,400x400,0.345134
6,400x400,0.342480
6,400x400,0.357484
6,400x400,0.387815
6,400x400,0.353930
6,400x400,0.323918
6,400x400,0.354048
6,400x400,0.381804
6,400x400,0.346587
6,400x400,0.397941
6,400x400,0.343712
6,400x400,0.338693
