Spheres,Resolution,Time
1,539x539,0.000215
1,539x539,0.000121
1,539x539,0.000107
1,539x539,0.000105
1,539x539,0.000105
1,539x539,0.000105
1,539x539,0.000115
1,539x539,0.000110
1,539x539,0.000108
1,539x539,0.000114
1,539x539,0.000122
1,539x539,0.000113
1,539x539,0.000112
1,539x539,0.000110
1,539x539,0.000114
1,539x539,0.000109
1,539x539,0.000108
1,539x539,0.000109
1,539x539,0.000188
1,539x539,0.000140
1,539x539,0.000124
1,539x539,0.000115
1,539x539,0.000116
1,539x539,0.000113
1,539x539,0.000113
1,539x539,0.000109
1,539x539,0.000109
1,539x539,0.000107
1,539x539,0.000106
1,539x539,0.000106
1,539x539,0.000106
1,539x539,0.000105
1,539x539,0.000104
1,539x539,0.000110
1,539x539,0.000110
1,539x539,0.000109
1,539x539,0.000110
1,539x539,0.000108
1,539x539,0.000400
1,539x539,0.000187
1,539x539,0.000118
1,539x539,0.000238
1,539x539,0.000218
1,539x539,0.000126
1,539x539,0.000113
1,539x539,0.000307
1,539x539,0.000110
1,539x539,0.000114
1,539x539,0.000109
1,539x539,0.000108
