Spheres,Resolution,Time
1,66x66,0.001083
1,66x66,0.001037
1,66x66,0.001092
1,66x66,0.001223
1,66x66,0.001080
1,66x66,0.001317
1,66x66,0.001412
1,66x66,0.001429
1,66x66,0.001458
1,66x66,0.001408
1,66x66,0.001161
1,66x66,0.001113
1,66x66,0.001411
1,66x66,0.001522
1,66x66,0.001308
1,66x66,0.001382
1,66x66,0.001077
1,66x66,0.001037
1,66x66,0.001038
1,66x66,0.001092
1,66x66,0.001340
1,66x66,0.001359
1,66x66,0.001360
1,66x66,0.001352
1,66x66,0.001414
1,66x66,0.001150
1,66x66,0.001134
1,66x66,0.001173
1,66x66,0.001065
1,66x66,0.001029
1,66x66,0.001032
1,66x66,0.001379
1,66x66,0.001399
1,66x66,0.001538
1,66x66,0.001581
1,66x66,0.001746
1,66x66,0.001616
1,66x66,0.001722
1,66x66,0.001280
1,66x66,0.001037
1,66x66,0.001283
1,66x66,0.001233
1,66x66,0.001424
1,66x66,0.001213
1,66x66,0.001055
1,66x66,0.001102
1,66x66,0.001405
1,66x66,0.001060
1,66x66,0.001105
1,66x66,0.001388
