Spheres,Resolution,Time
1,66x66,0.001071
1,66x66,0.001071
1,66x66,0.001039
1,66x66,0.001035
1,66x66,0.001057
1,66x66,0.001058
1,66x66,0.001059
1,66x66,0.001044
1,66x66,0.001039
1,66x66,0.001042
1,66x66,0.001051
1,66x66,0.001053
1,66x66,0.001049
1,66x66,0.001090
1,66x66,0.001045
1,66x66,0.001038
1,66x66,0.001037
1,66x66,0.001041
1,66x66,0.001072
1,66x66,0.001109
1,66x66,0.001052
1,66x66,0.001045
1,66x66,0.001037
1,66x66,0.001039
1,66x66,0.001059
1,66x66,0.001064
1,66x66,0.001060
1,66x66,0.001041
1,66x66,0.001085
1,66x66,0.001048
1,66x66,0.001052
1,66x66,0.001052
1,66x66,0.001049
1,66x66,0.001054
1,66x66,0.001037
1,66x66,0.001043
1,66x66,0.001042
1,66x66,0.001064
1,66x66,0.001040
1,66x66,0.001045
1,66x66,0.001042
1,66x66,0.001042
1,66x66,0.001042
1,66x66,0.001042
1,66x66,0.001066
1,66x66,0.001044
1,66x66,0.001039
1,66x66,0.001044
1,66x66,0.001073
1,66x66,0.001071
