Spheres,Resolution,Time
1,29x29,0.000209
1,29x29,0.000206
1,29x29,0.000201
1,29x29,0.000204
1,29x29,0.000202
1,29x29,0.000202
1,29x29,0.000207
1,29x29,0.000202
1,29x29,0.000203
1,29x29,0.000203
1,29x29,0.000203
1,29x29,0.000216
1,29x29,0.000205
1,29x29,0.000212
1,29x29,0.000211
1,29x29,0.000213
1,29x29,0.000216
1,29x29,0.000207
1,29x29,0.000206
1,29x29,0.000210
1,29x29,0.000389
1,29x29,0.000211
1,29x29,0.000202
1,29x29,0.000202
1,29x29,0.000204
1,29x29,0.000204
1,29x29,0.000201
1,29x29,0.000202
1,29x29,0.000201
1,29x29,0.000203
1,29x29,0.000204
1,29x29,0.000202
1,29x29,0.000201
1,29x29,0.000203
1,29x29,0.000204
1,29x29,0.000204
1,29x29,0.000206
1,29x29,0.000204
1,29x29,0.000202
1,29x29,0.000203
1,29x29,0.000201
1,29x29,0.000203
1,29x29,0.000202
1,29x29,0.000202
1,29x29,0.000232
1,29x29,0.000226
1,29x29,0.000227
1,29x29,0.000204
1,29x29,0.000206
1,29x29,0.000206
