Spheres,Resolution,Time
1,43x43,0.000449
1,43x43,0.000447
1,43x43,0.000464
1,43x43,0.000449
1,43x43,0.000466
1,43x43,0.000498
1,43x43,0.000487
1,43x43,0.000476
1,43x43,0.000488
1,43x43,0.000491
1,43x43,0.000461
1,43x43,0.000438
1,43x43,0.000483
1,43x43,0.000599
1,43x43,0.000440
1,43x43,0.000451
1,43x43,0.000451
1,43x43,0.000446
1,43x43,0.000445
1,43x43,0.000450
1,43x43,0.000442
1,43x43,0.000443
1,43x43,0.000442
1,43x43,0.000459
1,43x43,0.000461
1,43x43,0.000465
1,43x43,0.000492
1,43x43,0.000466
1,43x43,0.000440
1,43x43,0.000538
1,43x43,0.000558
1,43x43,0.000593
1,43x43,0.000580
1,43x43,0.000570
1,43x43,0.000442
1,43x43,0.000455
1,43x43,0.000467
1,43x43,0.000536
1,43x43,0.000450
1,43x43,0.000454
1,43x43,0.000438
1,43x43,0.000438
1,43x43,0.000442
1,43x43,0.000437
1,43x43,0.000565
1,43x43,0.000440
1,43x43,0.000554
1,43x43,0.000447
1,43x43,0.000489
1,43x43,0.000511
