Spheres,Resolution,Time
1,48x48,0.000927
1,48x48,0.000607
1,48x48,0.000557
1,48x48,0.000591
1,48x48,0.000777
1,48x48,0.000654
1,48x48,0.000549
1,48x48,0.000569
1,48x48,0.000563
1,48x48,0.000541
1,48x48,0.000552
1,48x48,0.000548
1,48x48,0.000674
1,48x48,0.000727
1,48x48,0.000619
1,48x48,0.000665
1,48x48,0.000594
1,48x48,0.000546
1,48x48,0.000547
1,48x48,0.000544
1,48x48,0.000551
1,48x48,0.000543
1,48x48,0.000544
1,48x48,0.000856
1,48x48,0.000605
1,48x48,0.000609
1,48x48,0.000547
1,48x48,0.000545
1,48x48,0.000550
1,48x48,0.000549
1,48x48,0.000548
1,48x48,0.000547
1,48x48,0.000653
1,48x48,0.000550
1,48x48,0.000576
1,48x48,0.000672
1,48x48,0.000554
1,48x48,0.000553
1,48x48,0.000551
1,48x48,0.000575
1,48x48,0.000549
1,48x48,0.000550
1,48x48,0.000546
1,48x48,0.000564
1,48x48,0.000617
1,48x48,0.000589
1,48x48,0.000617
1,48x48,0.000658
1,48x48,0.000625
1,48x48,0.000571
