Spheres,Resolution,Time
1,36x36,0.000455
1,36x36,0.000398
1,36x36,0.000383
1,36x36,0.000408
1,36x36,0.000402
1,36x36,0.000402
1,36x36,0.000402
1,36x36,0.000398
1,36x36,0.000395
1,36x36,0.000337
1,36x36,0.000305
1,36x36,0.000328
1,36x36,0.000304
1,36x36,0.000307
1,36x36,0.000307
1,36x36,0.000314
1,36x36,0.000306
1,36x36,0.000304
1,36x36,0.000409
1,36x36,0.000396
1,36x36,0.000306
1,36x36,0.000400
1,36x36,0.000325
1,36x36,0.000371
1,36x36,0.000353
1,36x36,0.000478
1,36x36,0.000389
1,36x36,0.000387
1,36x36,0.000396
1,36x36,0.000393
1,36x36,0.000396
1,36x36,0.000394
1,36x36,0.000394
1,36x36,0.000402
1,36x36,0.000396
1,36x36,0.000403
1,36x36,0.000336
1,36x36,0.000397
1,36x36,0.000393
1,36x36,0.000392
1,36x36,0.000353
1,36x36,0.000313
1,36x36,0.000311
1,36x36,0.000309
1,36x36,0.000312
1,36x36,0.000304
1,36x36,0.000305
1,36x36,0.000308
1,36x36,0.000304
1,36x36,0.000303
