Spheres,Resolution,Time
1,64x64,0.001016
1,64x64,0.000973
1,64x64,0.001073
1,64x64,0.000970
1,64x64,0.001013
1,64x64,0.000980
1,64x64,0.001110
1,64x64,0.000965
1,64x64,0.000959
1,64x64,0.001197
1,64x64,0.001166
1,64x64,0.001308
1,64x64,0.001301
1,64x64,0.001102
1,64x64,0.000970
1,64x64,0.000998
1,64x64,0.001009
1,64x64,0.000982
1,64x64,0.000983
1,64x64,0.001015
1,64x64,0.000993
1,64x64,0.000987
1,64x64,0.001369
1,64x64,0.001152
1,64x64,0.000985
1,64x64,0.000988
1,64x64,0.000967
1,64x64,0.001010
1,64x64,0.001339
1,64x64,0.001266
1,64x64,0.001264
1,64x64,0.000982
1,64x64,0.001258
1,64x64,0.000960
1,64x64,0.000991
1,64x64,0.000977
1,64x64,0.000975
1,64x64,0.001036
1,64x64,0.001067
1,64x64,0.001300
1,64x64,0.001271
1,64x64,0.001215
1,64x64,0.001015
1,64x64,0.000976
1,64x64,0.000966
1,64x64,0.000969
1,64x64,0.000974
1,64x64,0.000969
1,64x64,0.001031
1,64x64,0.000966
