Spheres,Resolution,Time
1,33x33,0.000338
1,33x33,0.000306
1,33x33,0.000262
1,33x33,0.000325
1,33x33,0.000322
1,33x33,0.000327
1,33x33,0.000332
1,33x33,0.000322
1,33x33,0.000320
1,33x33,0.000327
1,33x33,0.000330
1,33x33,0.000342
1,33x33,0.000255
1,33x33,0.000251
1,33x33,0.000252
1,33x33,0.000250
1,33x33,0.000263
1,33x33,0.000502
1,33x33,0.000433
1,33x33,0.000324
1,33x33,0.000253
1,33x33,0.000257
1,33x33,0.000269
1,33x33,0.000260
1,33x33,0.000258
1,33x33,0.000264
1,33x33,0.000292
1,33x33,0.000254
1,33x33,0.000253
1,33x33,0.000263
1,33x33,0.000253
1,33x33,0.000251
1,33x33,0.000252
1,33x33,0.000254
1,33x33,0.000252
1,33x33,0.000256
1,33x33,0.000253
1,33x33,0.000299
1,33x33,0.000261
1,33x33,0.000252
1,33x33,0.000252
1,33x33,0.000253
1,33x33,0.000322
1,33x33,0.000296
1,33x33,0.000284
1,33x33,0.000264
1,33x33,0.000257
1,33x33,0.000261
1,33x33,0.000293
1,33x33,0.001007
