Spheres,Resolution,Time
3,291x291,0.000143
3,291x291,0.000100
3,291x291,0.000083
3,291x291,0.000077
3,291x291,0.000075
3,291x291,0.000073
3,291x291,0.000074
3,291x291,0.000075
3,291x291,0.000073
3,291x291,0.000077
3,291x291,0.000071
3,291x291,0.000074
3,291x291,0.000070
3,291x291,0.000071
3,291x291,0.000070
3,291x291,0.000072
3,291x291,0.000075
3,291x291,0.000071
3,291x291,0.000070
3,291x291,0.000069
3,291x291,0.000070
3,291x291,0.000069
3,291x291,0.000069
3,291x291,0.000068
3,291x291,0.000069
3,291x291,0.000069
3,291x291,0.000069
3,291x291,0.000068
3,291x291,0.000069
3,291x291,0.000082
3,291x291,0.000107
3,291x291,0.000084
3,291x291,0.000084
3,291x291,0.000086
3,291x291,0.000079
3,291x291,0.000077
3,291x291,0.000083
3,291x291,0.000089
3,291x291,0.000096
3,291x291,0.000091
3,291x291,0.000083
3,291x291,0.000083
3,291x291,0.000083
3,291x291,0.000085
3,291x291,0.000081
3,291x291,0.000304
3,291x291,0.000091
3,291x291,0.000142
3,291x291,0.000185
3,291x291,0.000193
