Spheres,Resolution,Time
1,39x39,0.000153
1,39x39,0.000071
1,39x39,0.000063
1,39x39,0.000058
1,39x39,0.000036
1,39x39,0.000050
1,39x39,0.000052
1,39x39,0.000037
1,39x39,0.000053
1,39x39,0.000069
1,39x39,0.000036
1,39x39,0.000073
1,39x39,0.000041
1,39x39,0.000034
1,39x39,0.000049
1,39x39,0.000048
1,39x39,0.000065
1,39x39,0.000065
1,39x39,0.000058
1,39x39,0.000058
1,39x39,0.000054
1,39x39,0.000054
1,39x39,0.000055
1,39x39,0.000055
1,39x39,0.000054
1,39x39,0.000055
1,39x39,0.000054
1,39x39,0.000036
1,39x39,0.000034
1,39x39,0.000035
1,39x39,0.000058
1,39x39,0.000041
1,39x39,0.000038
1,39x39,0.000049
1,39x39,0.000072
1,39x39,0.000061
1,39x39,0.000037
1,39x39,0.000073
1,39x39,0.000037
1,39x39,0.000071
1,39x39,0.000059
1,39x39,0.000057
1,39x39,0.000065
1,39x39,0.000059
1,39x39,0.000061
1,39x39,0.000057
1,39x39,0.000056
1,39x39,0.000057
1,39x39,0.000058
1,39x39,0.000054
