Spheres,Resolution,Time
1,53x53,0.000112
1,53x53,0.000053
1,53x53,0.000037
1,53x53,0.000036
1,53x53,0.000036
1,53x53,0.000034
1,53x53,0.000034
1,53x53,0.000035
1,53x53,0.000034
1,53x53,0.000034
1,53x53,0.000033
1,53x53,0.000034
1,53x53,0.000035
1,53x53,0.000034
1,53x53,0.000041
1,53x53,0.000034
1,53x53,0.000033
1,53x53,0.000032
1,53x53,0.000033
1,53x53,0.000031
1,53x53,0.000030
1,53x53,0.000030
1,53x53,0.000031
1,53x53,0.000031
1,53x53,0.000033
1,53x53,0.000031
1,53x53,0.000032
1,53x53,0.000034
1,53x53,0.000046
1,53x53,0.000031
1,53x53,0.000036
1,53x53,0.000044
1,53x53,0.000034
1,53x53,0.000031
1,53x53,0.000031
1,53x53,0.000033
1,53x53,0.000031
1,53x53,0.000030
1,53x53,0.000030
1,53x53,0.000030
1,53x53,0.000030
1,53x53,0.000031
1,53x53,0.000030
1,53x53,0.000030
1,53x53,0.000030
1,53x53,0.000029
1,53x53,0.000030
1,53x53,0.000030
1,53x53,0.000030
1,53x53,0.000030
