Spheres,Resolution,Time
1,14x14,0.000093
1,14x14,0.000040
1,14x14,0.000047
1,14x14,0.000034
1,14x14,0.000034
1,14x14,0.000033
1,14x14,0.000033
1,14x14,0.000034
1,14x14,0.000032
1,14x14,0.000033
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000031
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000033
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000033
1,14x14,0.000035
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000033
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000033
1,14x14,0.000032
1,14x14,0.000032
1,14x14,0.000033
1,14x14,0.000032
1,14x14,0.000033
1,14x14,0.000032
