Spheres,Resolution,Time
6,538x538,0.000356
6,538x538,0.000285
6,538x538,0.000270
6,538x538,0.000263
6,538x538,0.000484
6,538x538,0.000342
6,538x538,0.000353
6,538x538,0.000320
6,538x538,0.000286
6,538x538,0.000277
6,538x538,0.000280
6,538x538,0.000281
6,538x538,0.000278
6,538x538,0.000286
6,538x538,0.000480
6,538x538,0.000284
6,538x538,0.000291
6,538x538,0.000296
6,538x538,0.000289
6,538x538,0.000279
6,538x538,0.000271
6,538x538,0.000273
6,538x538,0.000265
6,538x538,0.000259
6,538x538,0.000260
6,538x538,0.000259
6,538x538,0.000258
6,538x538,0.000474
6,538x538,0.000332
6,538x538,0.000349
6,538x538,0.000313
6,538x538,0.000265
6,538x538,0.000265
6,538x538,0.000263
6,538x538,0.000281
6,538x538,0.000294
6,538x538,0.000284
6,538x538,0.000474
6,538x538,0.000280
6,538x538,0.000273
6,538x538,0.000271
6,538x538,0.000276
6,538x538,0.000272
6,538x538,0.000268
6,538x538,0.000270
6,538x538,0.000266
6,538x538,0.000262
6,538x538,0.000266
6,538x538,0.000262
6,538x538,0.000261
