Spheres,Resolution,Time
2,488x488,0.000188
2,488x488,0.000104
2,488x488,0.000102
2,488x488,0.000100
2,488x488,0.000100
2,488x488,0.000099
2,488x488,0.000101
2,488x488,0.000100
2,488x488,0.000101
2,488x488,0.000101
2,488x488,0.000100
2,488x488,0.000100
2,488x488,0.000099
2,488x488,0.000100
2,488x488,0.000100
2,488x488,0.000100
2,488x488,0.000102
2,488x488,0.000107
2,488x488,0.000101
2,488x488,0.000100
2,488x488,0.000100
2,488x488,0.000356
2,488x488,0.000345
2,488x488,0.000235
2,488x488,0.000175
2,488x488,0.000190
2,488x488,0.000178
2,488x488,0.000108
2,488x488,0.000108
2,488x488,0.000105
2,488x488,0.000107
2,488x488,0.000108
2,488x488,0.000106
2,488x488,0.000106
2,488x488,0.000113
2,488x488,0.000107
2,488x488,0.000106
2,488x488,0.000110
2,488x488,0.000108
2,488x488,0.000109
2,488x488,0.000115
2,488x488,0.000110
2,488x488,0.000111
2,488x488,0.000124
2,488x488,0.000113
2,488x488,0.000108
2,488x488,0.000105
2,488x488,0.000108
2,488x488,0.000103
2,488x488,0.000320
