Spheres,Resolution,Time
3,477x477,0.000170
3,477x477,0.000126
3,477x477,0.000127
3,477x477,0.000126
3,477x477,0.000123
3,477x477,0.000127
3,477x477,0.000121
3,477x477,0.000305
3,477x477,0.000151
3,477x477,0.000365
3,477x477,0.000192
3,477x477,0.000142
3,477x477,0.000137
3,477x477,0.000289
3,477x477,0.000240
3,477x477,0.000199
3,477x477,0.000208
3,477x477,0.000128
3,477x477,0.000125
3,477x477,0.000125
3,477x477,0.000129
3,477x477,0.000126
3,477x477,0.000128
3,477x477,0.000137
3,477x477,0.000131
3,477x477,0.000131
3,477x477,0.000138
3,477x477,0.000141
3,477x477,0.000131
3,477x477,0.000121
3,477x477,0.000121
3,477x477,0.000127
3,477x477,0.000120
3,477x477,0.000120
3,477x477,0.000121
3,477x477,0.000128
3,477x477,0.000122
3,477x477,0.000121
3,477x477,0.000122
3,477x477,0.000135
3,477x477,0.000151
3,477x477,0.000139
3,477x477,0.000123
3,477x477,0.000120
3,477x477,0.000120
3,477x477,0.000120
3,477x477,0.000120
3,477x477,0.000121
3,477x477,0.000120
3,477x477,0.000120
