Spheres,Resolution,Time
7,346x346,0.000181
7,346x346,0.000158
7,346x346,0.000152
7,346x346,0.000153
7,346x346,0.000151
7,346x346,0.000153
7,346x346,0.000153
7,346x346,0.000168
7,346x346,0.000168
7,346x346,0.000166
7,346x346,0.000254
7,346x346,0.000214
7,346x346,0.000162
7,346x346,0.000365
7,346x346,0.000260
7,346x346,0.000218
7,346x346,0.000234
7,346x346,0.000159
7,346x346,0.000153
7,346x346,0.000155
7,346x346,0.000161
7,346x346,0.000160
7,346x346,0.000159
7,346x346,0.000155
7,346x346,0.000165
7,346x346,0.000169
7,346x346,0.000162
7,346x346,0.000159
7,346x346,0.000157
7,346x346,0.000157
7,346x346,0.000161
7,346x346,0.000156
7,346x346,0.000154
7,346x346,0.000154
7,346x346,0.000155
7,346x346,0.000154
7,346x346,0.000155
7,346x346,0.000155
7,346x346,0.000154
7,346x346,0.000153
7,346x346,0.000157
7,346x346,0.000162
7,346x346,0.000156
7,346x346,0.000167
7,346x346,0.000168
7,346x346,0.000157
7,346x346,0.000152
7,346x346,0.000162
7,346x346,0.000162
7,346x346,0.000169
