Spheres,Resolution,Time
1,88x88,0.000117
1,88x88,0.000045
1,88x88,0.000044
1,88x88,0.000041
1,88x88,0.000045
1,88x88,0.000041
1,88x88,0.000042
1,88x88,0.000044
1,88x88,0.000039
1,88x88,0.000048
1,88x88,0.000047
1,88x88,0.000049
1,88x88,0.000043
1,88x88,0.000053
1,88x88,0.000053
1,88x88,0.000043
1,88x88,0.000051
1,88x88,0.000110
1,88x88,0.000049
1,88x88,0.000049
1,88x88,0.000048
1,88x88,0.000044
1,88x88,0.000058
1,88x88,0.000049
1,88x88,0.000043
1,88x88,0.000041
1,88x88,0.000041
1,88x88,0.000041
1,88x88,0.000043
1,88x88,0.000041
1,88x88,0.000248
1,88x88,0.000038
1,88x88,0.000036
1,88x88,0.000033
1,88x88,0.000035
1,88x88,0.000041
1,88x88,0.000044
1,88x88,0.000034
1,88x88,0.000033
1,88x88,0.000040
1,88x88,0.000034
1,88x88,0.000034
1,88x88,0.000033
1,88x88,0.000034
1,88x88,0.000034
1,88x88,0.000034
1,88x88,0.000033
1,88x88,0.000033
1,88x88,0.000034
1,88x88,0.000035
