Spheres,Resolution,Time
1,3692x3692,0.003321
1,3692x3692,0.002972
1,3692x3692,0.003966
1,3692x3692,0.002884
1,3692x3692,0.003380
1,3692x3692,0.002861
1,3692x3692,0.003212
1,3692x3692,0.002847
1,3692x3692,0.002857
1,3692x3692,0.002854
1,3692x3692,0.002854
1,3692x3692,0.002854
1,3692x3692,0.002865
1,3692x3692,0.002897
1,3692x3692,0.002899
1,3692x3692,0.002887
1,3692x3692,0.002855
1,3692x3692,0.002891
1,3692x3692,0.002862
1,3692x3692,0.002872
1,3692x3692,0.002860
1,3692x3692,0.002836
1,3692x3692,0.002871
1,3692x3692,0.002860
1,3692x3692,0.002857
1,3692x3692,0.002844
1,3692x3692,0.002841
1,3692x3692,0.002883
1,3692x3692,0.002899
1,3692x3692,0.002905
1,3692x3692,0.002892
1,3692x3692,0.002903
1,3692x3692,0.002873
1,3692x3692,0.002848
1,3692x3692,0.002862
1,3692x3692,0.002829
1,3692x3692,0.002859
1,3692x3692,0.002863
1,3692x3692,0.002863
1,3692x3692,0.002868
1,3692x3692,0.002891
1,3692x3692,0.002885
1,3692x3692,0.002870
1,3692x3692,0.002898
1,3692x3692,0.002862
1,3692x3692,0.002847
1,3692x3692,0.002880
1,3692x3692,0.002865
1,3692x3692,0.002937
1,3692x3692,0.002874
