Spheres,Resolution,Time
1,348x348,0.000131
1,348x348,0.000075
1,348x348,0.000068
1,348x348,0.000123
1,348x348,0.000087
1,348x348,0.000080
1,348x348,0.000078
1,348x348,0.000080
1,348x348,0.000098
1,348x348,0.000314
1,348x348,0.000117
1,348x348,0.000079
1,348x348,0.000074
1,348x348,0.000076
1,348x348,0.000069
1,348x348,0.000070
1,348x348,0.000207
1,348x348,0.000197
1,348x348,0.000136
1,348x348,0.000142
1,348x348,0.000076
1,348x348,0.000074
1,348x348,0.000071
1,348x348,0.000071
1,348x348,0.000068
1,348x348,0.000066
1,348x348,0.000070
1,348x348,0.000069
1,348x348,0.000068
1,348x348,0.000062
1,348x348,0.000060
1,348x348,0.000060
1,348x348,0.000061
1,348x348,0.000062
1,348x348,0.000062
1,348x348,0.000064
1,348x348,0.000058
1,348x348,0.000058
1,348x348,0.000058
1,348x348,0.000058
1,348x348,0.000058
1,348x348,0.000059
1,348x348,0.000058
1,348x348,0.000058
1,348x348,0.000058
1,348x348,0.000058
1,348x348,0.000058
1,348x348,0.000058
1,348x348,0.000058
1,348x348,0.000060
