Spheres,Resolution,Time
1,27x27,0.000154
1,27x27,0.000054
1,27x27,0.000066
1,27x27,0.000067
1,27x27,0.000064
1,27x27,0.000064
1,27x27,0.000066
1,27x27,0.000042
1,27x27,0.000040
1,27x27,0.000038
1,27x27,0.000040
1,27x27,0.000038
1,27x27,0.000038
1,27x27,0.000039
1,27x27,0.000039
1,27x27,0.000039
1,27x27,0.000038
1,27x27,0.000038
1,27x27,0.000065
1,27x27,0.000064
1,27x27,0.000063
1,27x27,0.000067
1,27x27,0.000050
1,27x27,0.000071
1,27x27,0.000067
1,27x27,0.000066
1,27x27,0.000065
1,27x27,0.000065
1,27x27,0.000059
1,27x27,0.000035
1,27x27,0.000035
1,27x27,0.000035
1,27x27,0.000035
1,27x27,0.000035
1,27x27,0.000036
1,27x27,0.000036
1,27x27,0.000038
1,27x27,0.000039
1,27x27,0.000037
1,27x27,0.000036
1,27x27,0.000035
1,27x27,0.000034
1,27x27,0.000035
1,27x27,0.000035
1,27x27,0.000035
1,27x27,0.000035
1,27x27,0.000034
1,27x27,0.000035
1,27x27,0.000036
1,27x27,0.000037
