Spheres,Resolution,Time
1,409x409,0.000104
1,409x409,0.000073
1,409x409,0.000070
1,409x409,0.000071
1,409x409,0.000076
1,409x409,0.000073
1,409x409,0.000068
1,409x409,0.000069
1,409x409,0.000069
1,409x409,0.000069
1,409x409,0.000073
1,409x409,0.000078
1,409x409,0.000075
1,409x409,0.000091
1,409x409,0.000084
1,409x409,0.000088
1,409x409,0.000082
1,409x409,0.000083
1,409x409,0.000082
1,409x409,0.000080
1,409x409,0.000077
1,409x409,0.000077
1,409x409,0.000078
1,409x409,0.000083
1,409x409,0.000081
1,409x409,0.000076
1,409x409,0.000083
1,409x409,0.000082
1,409x409,0.000077
1,409x409,0.000094
1,409x409,0.000092
1,409x409,0.000239
1,409x409,0.000080
1,409x409,0.000146
1,409x409,0.000238
1,409x409,0.000197
1,409x409,0.000148
1,409x409,0.000150
1,409x409,0.000072
1,409x409,0.000072
1,409x409,0.000072
1,409x409,0.000074
1,409x409,0.000077
1,409x409,0.000076
1,409x409,0.000071
1,409x409,0.000069
1,409x409,0.000069
1,409x409,0.000071
1,409x409,0.000075
1,409x409,0.000073
