Spheres,Resolution,Time
1,302x302,0.000118
1,302x302,0.000074
1,302x302,0.000064
1,302x302,0.000063
1,302x302,0.000069
1,302x302,0.000066
1,302x302,0.000062
1,302x302,0.000057
1,302x302,0.000057
1,302x302,0.000056
1,302x302,0.000058
1,302x302,0.000053
1,302x302,0.000055
1,302x302,0.000054
1,302x302,0.000053
1,302x302,0.000053
1,302x302,0.000055
1,302x302,0.000055
1,302x302,0.000054
1,302x302,0.000054
1,302x302,0.000058
1,302x302,0.000058
1,302x302,0.000111
1,302x302,0.000074
1,302x302,0.000086
1,302x302,0.000081
1,302x302,0.000062
1,302x302,0.000063
1,302x302,0.000059
1,302x302,0.000061
1,302x302,0.000194
1,302x302,0.000062
1,302x302,0.000140
1,302x302,0.000066
1,302x302,0.000064
1,302x302,0.000062
1,302x302,0.000060
1,302x302,0.000061
1,302x302,0.000059
1,302x302,0.000061
1,302x302,0.000078
1,302x302,0.000079
1,302x302,0.000067
1,302x302,0.000062
1,302x302,0.000062
1,302x302,0.000064
1,302x302,0.000061
1,302x302,0.000059
1,302x302,0.000065
1,302x302,0.000064
