Spheres,Resolution,Time
9,400x400,0.666873
9,400x400,0.623372
9,400x400,0.668602
9,400x400,0.724144
9,400x400,0.634733
9,400x400,0.710524
9,400x400,0.672383
9,400x400,0.658927
9,400x400,0.661760
9,400x400,0.766300
9,400x400,0.669640
9,400x400,0.722495
9,400x400,0.688366
9,400x400,0.661143
9,400x400,0.745408
9,400x400,0.739561
9,400x400,0.705953
9,400x400,0.632906
9,400x400,0.760657
9,400x400,0.654290
9,400x400,0.615279
9,400x400,0.673988
9,400x400,0.614842
9,400x400,0.615908
9,400x400,0.645884
9,400x400,0.616443
9,400x400,0.633485
9,400x400,0.667270
9,400x400,0.728084
9,400x400,0.616217
9,400x400,0.820017
9,400x400,0.688927
9,400x400,0.704737
9,400x400,0.639586
9,400x400,0.704743
9,400x400,0.664079
9,400x400,0.682349
9,400x400,0.659756
9,400x400,0.701086
9,400x400,0.667866
9,400x400,0.709239
9,400x400,0.756065
9,400x400,0.702967
9,400x400,0.660568
9,400x400,0.797584
9,400x400,0.677014
9,400x400,0.687907
9,400x400,0.681578
9,400x400,0.732931
9,400x400,0.615869
