Spheres,Resolution,Time
2,400x400,0.108958
2,400x400,0.072651
2,400x400,0.072419
2,400x400,0.084923
2,400x400,0.110568
2,400x400,0.135349
2,400x400,0.093328
2,400x400,0.126523
2,400x400,0.072543
2,400x400,0.072704
2,400x400,0.072244
2,400x400,0.072779
2,400x400,0.072462
2,400x400,0.073080
2,400x400,0.084411
2,400x400,0.151840
2,400x400,0.076347
2,400x400,0.073271
2,400x400,0.124923
2,400x400,0.073172
2,400x400,0.072104
2,400x400,0.073972
2,400x400,0.072050
2,400x400,0.072769
2,400x400,0.072082
2,400x400,0.072203
2,400x400,0.078521
2,400x400,0.099609
2,400x400,0.089351
2,400x400,0.073206
2,400x400,0.071866
2,400x400,0.072190
2,400x400,0.072509
2,400x400,0.097485
2,400x400,0.072749
2,400x400,0.090514
2,400x400,0.078079
2,400x400,0.071887
2,400x400,0.089362
2,400x400,0.091689
2,400x400,0.104023
2,400x400,0.093734
2,400x400,0.072142
2,400x400,0.072514
2,400x400,0.072145
2,400x400,0.072746
2,400x400,0.090035
2,400x400,0.090773
2,400x400,0.073233
2,400x400,0.091895
