Spheres,Resolution,Time
5,400x400,0.254425
5,400x400,0.239344
5,400x400,0.237646
5,400x400,0.391672
5,400x400,0.239508
5,400x400,0.409786
5,400x400,0.258746
5,400x400,0.265053
5,400x400,0.292465
5,400x400,0.276150
5,400x400,0.284479
5,400x400,0.298644
5,400x400,0.238642
5,400x400,0.311151
5,400x400,0.319480
5,400x400,0.244310
5,400x400,0.238063
5,400x400,0.238776
5,400x400,0.278301
5,400x400,0.290798
5,400x400,0.267304
5,400x400,0.238580
5,400x400,0.256025
5,400x400,0.261704
5,400x400,0.330950
5,400x400,0.240192
5,400x400,0.238481
5,400x400,0.299192
5,400x400,0.298096
5,400x400,0.277298
5,400x400,0.255408
5,400x400,0.333310
5,400x400,0.244433
5,400x400,0.316151
5,400x400,0.243443
5,400x400,0.241629
5,400x400,0.246075
5,400x400,0.243843
5,400x400,0.239858
5,400x400,0.298135
5,400x400,0.241665
5,400x400,0.251418
5,400x400,0.286008
5,400x400,0.273004
5,400x400,0.238914
5,400x400,0.239625
5,400x400,0.243813
5,400x400,0.243116
5,400x400,0.244310
5,400x400,0.260228
