Spheres,Resolution,Time
7,400x400,0.414215
7,400x400,0.417334
7,400x400,0.461588
7,400x400,0.542822
7,400x400,0.473586
7,400x400,0.475685
7,400x400,0.480285
7,400x400,0.488656
7,400x400,0.504486
7,400x400,0.437591
7,400x400,0.434752
7,400x400,0.445557
7,400x400,0.476946
7,400x400,0.417708
7,400x400,0.414443
7,400x400,0.496378
7,400x400,0.443144
7,400x400,0.488930
7,400x400,0.441091
7,400x400,0.433294
7,400x400,0.512639
7,400x400,0.413287
7,400x400,0.411473
7,400x400,0.412390
7,400x400,0.532793
7,400x400,0.498257
7,400x400,0.569968
7,400x400,0.488215
7,400x400,0.454474
7,400x400,0.444676
7,400x400,0.467664
7,400x400,0.426843
7,400x400,0.436454
7,400x400,0.442474
7,400x400,0.561604
7,400x400,0.525134
7,400x400,0.412850
7,400x400,0.483597
7,400x400,0.422832
7,400x400,0.458425
7,400x400,0.454230
7,400x400,0.420696
7,400x400,0.451389
7,400x400,0.447694
7,400x400,0.471548
7,400x400,0.460758
7,400x400,0.414950
7,400x400,0.414593
7,400x400,0.488250
7,400x400,0.480536
