Spheres,Resolution,Time
1,600x600,0.090762
1,600x600,0.088253
1,600x600,0.087428
1,600x600,0.087547
1,600x600,0.088137
1,600x600,0.087963
1,600x600,0.088051
1,600x600,0.088008
1,600x600,0.087292
1,600x600,0.088260
1,600x600,0.087801
1,600x600,0.088940
1,600x600,0.087559
1,600x600,0.086995
1,600x600,0.087814
1,600x600,0.088085
1,600x600,0.087545
1,600x600,0.087673
1,600x600,0.087671
1,600x600,0.088333
1,600x600,0.087362
1,600x600,0.087459
1,600x600,0.088124
1,600x600,0.087924
1,600x600,0.087540
1,600x600,0.087518
1,600x600,0.087153
1,600x600,0.087341
1,600x600,0.087930
1,600x600,0.087466
1,600x600,0.086663
1,600x600,0.088029
1,600x600,0.087746
1,600x600,0.087342
1,600x600,0.087599
1,600x600,0.087473
1,600x600,0.087249
1,600x600,0.087970
1,600x600,0.087880
1,600x600,0.087783
1,600x600,0.087649
1,600x600,0.087674
1,600x600,0.088123
1,600x600,0.088643
1,600x600,0.087719
1,600x600,0.086879
1,600x600,0.086721
1,600x600,0.087473
1,600x600,0.087884
1,600x600,0.087400
