Spheres,Resolution,Time
1,1000x1000,0.243652
1,1000x1000,0.241065
1,1000x1000,0.246251
1,1000x1000,0.242155
1,1000x1000,0.242599
1,1000x1000,0.241032
1,1000x1000,0.242337
1,1000x1000,0.242849
1,1000x1000,0.241595
1,1000x1000,0.241989
1,1000x1000,0.241646
1,1000x1000,0.241279
1,1000x1000,0.241912
1,1000x1000,0.241513
1,1000x1000,0.242726
1,1000x1000,0.242039
1,1000x1000,0.241346
1,1000x1000,0.241746
1,1000x1000,0.241277
1,1000x1000,0.241230
1,1000x1000,0.240983
1,1000x1000,0.241757
1,1000x1000,0.241674
1,1000x1000,0.241485
1,1000x1000,0.244162
1,1000x1000,0.241104
1,1000x1000,0.248999
1,1000x1000,0.240880
1,1000x1000,0.241458
1,1000x1000,0.242200
1,1000x1000,0.242652
1,1000x1000,0.242090
1,1000x1000,0.245397
1,1000x1000,0.242235
1,1000x1000,0.241651
1,1000x1000,0.243058
1,1000x1000,0.243369
1,1000x1000,0.240933
1,1000x1000,0.242645
1,1000x1000,0.243165
1,1000x1000,0.241456
1,1000x1000,0.241836
1,1000x1000,0.241208
1,1000x1000,0.241993
1,1000x1000,0.240589
1,1000x1000,0.241164
1,1000x1000,0.243098
1,1000x1000,0.241670
1,1000x1000,0.242570
1,1000x1000,0.241764
